,0
1690,TXNDC16
1691,C14orf166
1692,NID2
1693,GMCL1
1694,SF3B2
1695,KLHL42
1696,GNAS
1697,DNM1L
1698,PTHLH
1699,PHACTR3
1700,ERGIC2
1701,TFAP2C
1702,AURKA
1703,CASS4
1704,PIR
1705,AAMDC
1706,RFX2
1707,SLC6A14
1708,METTL2A
1709,SULT2B1
1710,ALG6
1711,CNOT3
1712,GP6
1713,PTPN4
1714,DDX18
1715,KHSRP
1716,GNA11
1717,ASAP3
1718,EDEM2
1719,DNMT3B
1720,REM1
1721,TPX2
1722,FER1L4
1723,PDRG1
1724,EPB41L1
1725,SLC15A1
1726,DOCK9
1727,ANKRD10
1728,TGDS
1729,DOCK3
1730,C3orf18
1731,COQ9
1732,TMEM40
1733,KIF9
1734,ARHGAP28
1735,CRLS1
1736,DEFB127
1737,PPP1R13B
1738,ATRN
1739,SMOX
1740,SIGLEC1
1741,FKBP1A
1742,NSFL1C
1743,SLC4A11
1744,C20orf194
1745,EBF4
1746,CPXM1
1747,MAVS
1748,nan
1749,F11
1750,XRN2
1751,PLK1S1
1752,DYNLL1
1753,TESC
1754,SNX5
1755,SIRPG
1756,MAPKAPK5
1757,P2RX7
1758,ESF1
1759,RBBP9
1760,ANAPC5
1761,SLC23A2
1762,SLC24A6
1763,DZANK1
1764,KDM2B
1765,C20orf26
1766,LHX5
1767,TASP1
1768,OAS1
1769,GCN1L1
1770,PXN
1771,SIRT4
1772,RPH3A
1773,KIF16B
1774,TRMT6
1775,CHGB
1776,PEBP1
1777,TBX5
1778,BRAP
1779,ERP29
1780,NOS1
1781,FUS
1782,IGBP1
1783,FXYD5
1784,ZNF302
1785,GRAMD1A
1786,FXYD3
1787,HEPH
1788,CDIP1
1789,KCNH4
1790,GANAB
1791,GMIP
1792,RBM41
1793,BIRC5
1794,LAG3
1795,MLF2
1796,OTUB2
1797,DDX24
1798,ZBTB25
1799,NECAP1
1800,ANKRD24
1801,DHX32
1802,RCOR1
1803,GPATCH2L
1804,LTBP4
1805,BLVRB
1806,SLC9A1
1807,SPTLC1
1808,PAPOLA
1809,CCNK
1810,PCBP4
1811,RGS1
1812,YPEL3
1813,MRPS33
1814,NDUFB2
1815,NUDC
1816,MAEA
1817,ICAM1
1818,STRN4
1819,IRAK3
1820,LYZ
1821,SI
1822,MUL1
1823,TFAP4
1824,PDCD7
1825,SPG21
1826,FETUB
1827,DNAJB11
1828,LEPREL1
1829,THPO
1830,FLT3LG
1831,RAB11FIP3
1832,GNPTG
1833,ZNF268
1834,PABPC4
1835,CD209
1836,CERS4
1837,MCOLN1
1838,USP48
1839,EFNB1
1840,PDPR
1841,AARS
1842,GLG1
1843,KIF4A
1844,TNRC6A
1845,FCGBP
1846,PLEKHG2
1847,DLL3
1848,NAT14
1849,PITPNM2
1850,EXOC1
1851,RBM27
1852,POU4F3
1853,OSBPL8
1854,DTX2
1855,NLRC4
1856,PUS7
1857,LAMB4
1858,NRCAM
1859,LAMB1
1860,SLC26A4
1861,SLC26A3
1862,DLD
1863,WDR7
1864,TXNL1
1865,IL5RA
1866,ABCC6
1867,CMTM6
1868,ITGA6
1869,RAPGEF4
1870,nan
1871,SMPX
1872,FH
1873,SEL1L3
1874,TF
1875,CDV3
1876,MYO15A
1877,ALKBH5
1878,APOH
1879,NLRP1
1880,PITPNM3
1881,SPAG7
1882,ORC6
1883,ZFHX4
1884,SLC17A6
1885,CPA1
1886,ZC3HC1
1887,ESR1
1888,RGS17
1889,ANGPT2
1890,TMEM101
1891,CD200
1892,CCDC80
1893,CMA1
1894,PSME1
1895,PPP2R3C
1896,JPH4
1897,MYH7
1898,CEBPE
1899,SLC7A8
1900,OSGEP
1901,SLC22A17
1902,SCFD1
1903,G2E3
1904,HECTD1
1905,HNRNPC
1906,RPGRIP1
1907,SUPT16H
1908,TOX4
1909,GEMIN2
1910,TGM1
1911,TINF2
1912,DAZL
1913,TBL1Y
1914,SEMA6A
1915,TRPM7
1916,TYRO3
1917,WDR76
1918,SNAP23
1919,TBX15
1920,PHGDH
1921,COL9A3
1922,EZR
1923,MYL6
1924,EIF2C1
1925,TEKT2
1926,CLSPN
1927,RFFL
1928,UNC13D
1929,MFSD11
1930,DPYSL2
1931,TGFB2
1932,GPATCH2
1933,NUP50
1934,CDC45
1935,COMT
1936,CECR1
1937,VNN3
1938,ECHDC1
1939,LRRFIP2
1940,SEC22C
1941,XYLB
1942,HDAC6
1943,OR1I1
1944,GABRP
1945,KRT31
1946,CDC6
1947,UPRT
1948,CDC23
1949,AAAS
1950,CBX5
1951,FMO2
1952,SUCO
1953,MSH2
1954,MAP3K1
1955,DHPS
1956,HOOK2
1957,NXPE1
1958,ARCN1
1959,EPB41L4B
1960,TMEM38B
1961,PSMD5
1962,PTGS1
1963,NUP188
1964,CRAT
1965,SH2D3C
1966,NANS
1967,TBC1D2
1968,DFNB31
1969,PDE6C
1970,CWF19L1
1971,SEMA4G
1972,BTAF1
1973,IKZF5
1974,BLNK
1975,TLL2
1976,CYP26A1
1977,TDRD1
1978,SORBS1
1979,CRTAC1
1980,BAMBI
1981,IL11
1982,MYO3A
1983,WAC
1984,CREM
1985,NUBP2
1986,TPSD1
1987,C19orf77
1988,HIVEP1
1989,TREM2
1990,KCNK16
1991,CRISP3
1992,FKBP5
1993,SRPK1
1994,BRPF3
1995,MRPS18A
1996,PGC
1997,TMEM14A
1998,EFHC1
1999,NCR2
2000,HSP90AB1
2001,MLN
2002,CDC5L
2003,ITPR3
2004,ZNF184
2005,DSP
2006,SIRT1
2007,HNRNPH3
2008,IFT74
2009,JAK2
2010,IL12RB1
2011,ABL1
2012,ACOT7
2013,SH3GLB1
2014,CDC7
2015,SYDE2
2016,PCSK5
2017,SCD
2018,TMED1
2019,ABLIM1
2020,ERMP1
2021,RAB18
2022,NRP1
2023,PRTFDC1
2024,PALMD
2025,TSPAN15
2026,H2AFY2
2027,MAST3
2028,MZF1
2029,OCEL1
2030,MYO9B
2031,KCNK6
2032,CATSPERG
2033,PSMD8
2034,FBXL19
2035,STX1B
2036,HSD3B7
2037,SETD1A
2038,BCL7C
2039,MAGEB2
2040,CIRBP
2041,ATP5D
2042,C19orf26
2043,AMELY
2044,PRKY
2045,HNRNPM
2046,MARCH2
2047,NDUFB7
2048,TIMM13
2049,CDC34
2050,C19orf21
2051,CEP170B
2052,POLR2E
2053,POLRMT
2054,HCN2
2055,CDHR5
2056,IZUMO4
2057,RASSF7
2058,GADD45B
2059,PALM
2060,MADCAM1
2061,IGF2-AS
2062,MKNK2
2063,ARVCF
2064,TRMT2A
2065,RANBP1
2066,ZDHHC8
2067,KLHL22
2068,MED15
2069,SERPIND1
2070,SNAP29
2071,CRKL
2072,LZTR1
2073,MMP11
2074,CECR2
2075,SMARCB1
2076,P2RX6
2077,DERL3
2078,SLC7A4
2079,BCL2L13
2080,DDTL
2081,DDT
2082,OSM
2083,CABIN1
2084,SUSD2
2085,SF3A1
2086,GGT5
2087,RNF215
2088,SEC14L3
2089,PPIL2
2090,UPB1
2091,YPEL1
2092,SNRPD3
2093,PES1
2094,MAPK1
2095,PRODH
2096,PPM1F
2097,TOP3B
2098,CRYBB3
2099,CYTH4
2100,DGCR14
2101,MFNG
2102,CARD10
2103,LRP5L
2104,SLC25A1
2105,ADRBK2
2106,PLA2G3
2107,LGALS2
2108,GGA1
2109,HIRA
2110,SH3BP1
2111,SEZ6L
2112,LGALS1
2113,HPS4
2114,PIK3IP1
2115,SRRD
2116,PATZ1
2117,TRIOBP
2118,TFIP11
2119,GCAT
2120,CRYBB1
2121,ANKRD54
2122,EIF3L
2123,NHP2L1
2124,MICALL1
2125,POLR2F
2126,SOX10
2127,CCDC134
2128,DEPDC5
2129,PICK1
2130,TTC28
2131,SLC16A8
2132,CENPM
2133,SEPT3
2134,SLC5A1
2135,SLC5A4
2136,KDELR3
2137,CYP2D6
2138,DDX17
2139,DMC1
2140,TCF20
2141,HSCB
2142,CBY1
2143,TOMM22
2144,RTDR1
2145,XBP1
2146,C22orf28
2147,JOSD1
2148,FBXO7
2149,GTPBP1
2150,POLDIP3
2151,RAB36
2152,TIMP3
2153,PPP6R2
2154,SBF1
2155,SUN2
2156,CYB5R3
2157,C22orf31
2158,MIOX
2159,LMF2
2160,RHBDD3
2161,PACSIN2
2162,TTLL1
2163,RASL10A
2164,AP1B1
2165,HMGXB4
2166,TOM1
2167,NEFH
2168,BIK
2169,HMOX1
2170,MCAT
2171,THOC5
2172,MCM5
2173,APOBEC3H
2174,ARSA
2175,TSPO
2176,RASD2
2177,TTLL12
2178,CBX7
2179,PDGFB
2180,CABP7
2181,RPL3
2182,ZMAT5
2183,RBFOX2
2184,SYNGR1
2185,TAB1
2186,ASCC2
2187,MTMR3
2188,SMCR7L
2189,APOL4
2190,PNPLA5
2191,APOL1
2192,PNPLA3
2193,MYH9
2194,CACNA1I
2195,SAMM50
2196,TXN2
2197,FOXRED2
2198,GRAP2
2199,EIF3D
2200,TNRC6B
2201,SGSM3
2202,IFT27
2203,PVALB
2204,KIAA0930
2205,NCF4
2206,CSF2RB
2207,SLC25A17
2208,UPK3A
2209,FAM118A
2210,KCTD17
2211,ST13
2212,IL2RB
2213,RBX1
2214,EP300
2215,L3MBTL2
2216,CHADL
2217,RANGAP1
2218,ZC3H7B
2219,PHF5A
2220,ACO2
2221,POLR3H
2222,TRMU
2223,PMM1
2224,DESI1
2225,CERK
2226,BRD1
2227,ZBED4
2228,MLC1
2229,KCNK10
2230,ABHD4
2231,KHNYN
2232,FKBP3
2233,SDR39U1
2234,CTSG
2235,GZMH
2236,GZMB
2237,RBM23
2238,PRMT5
2239,COCH
2240,AP4S1
2241,POLE2
2242,METTL21D
2243,SOS2
2244,CDKL1
2245,NIN
2246,PYGL
2247,TRIM9
2248,PSMC6
2249,GNPNAT1
2250,DDHD1
2251,CDKN3
2252,CNIH
2253,CGRRF1
2254,ATP6V1D
2255,C14orf105
2256,PLEK2
2257,PIGH
2258,C14orf166B
2259,PSMA3
2260,VTI1B
2261,TIMM9
2262,GSTZ1
2263,KIAA0586
2264,TMED8
2265,SAMD15
2266,AHSA1
2267,DAAM1
2268,ISM2
2269,SPTLC2
2270,RIN3
2271,LGMN
2272,ALKBH1
2273,SNW1
2274,CHGA
2275,ITPK1
2276,DHRS7
2277,PPM1A
2278,SIX4
2279,GALNT16
2280,ASB2
2281,CEP128
2282,ERH
2283,KIAA0247
2284,SRSF5
2285,SLC10A1
2286,EIF5
2287,SLC8A3
2288,DICER1
2289,ZFYVE21
2290,MTHFD1
2291,TCL1A
2292,ZC3H14
2293,TELO2
2294,PCNX
2295,BDKRB1
2296,GSKIP
2297,VRK1
2298,PAPLN
2299,RPS6KA5
2300,SMEK1
2301,C14orf93
2302,PSMB5
2303,YY1
2304,ACIN1
2305,CCNB1IP1
2306,TRIP11
2307,APEX1
2308,PABPN1
2309,EFS
2310,ARHGAP5
2311,CINP
2312,DHRS2
2313,SRP54
2314,CPNE6
2315,CHD8
2316,PCK2
2317,NFKBIA
2318,EMC9
2319,BRMS1L
2320,REC8
2321,SEC23A
2322,GMPR2
2323,PNN
2324,RABGGTA
2325,NFATC4
2326,PLTP
2327,PCIF1
2328,GSS
2329,MMP9
2330,VSX1
2331,TRPC4AP
2332,PYGB
2333,ABHD12
2334,PROCR
2335,GINS1
2336,NINL
2337,CD40
2338,UQCC
2339,ZMYND8
2340,SGK2
2341,IFT52
2342,MYBL2
2343,R3HDML
2344,HNF4A
2345,NDRG3
2346,SLA2
2347,C20orf24
2348,NFATC2
2349,RIMS4
2350,PABPC1L
2351,STK4
2352,SALL4
2353,ADNP
2354,PFDN4
2355,DOK5
2356,CSTF1
2357,BMP7
2358,RAE1
2359,TPD52L2
2360,DNAJC5
2361,NELFCD
2362,CTSZ
2363,PRPF6
2364,TUBB1
2365,SLMO2
2366,HRH3
2367,GTPBP5
2368,PSMA7
2369,SLCO4A1
2370,NTSR1
2371,MRGBP
2372,TCFL5
2373,DIDO1
2374,GID8
2375,SLC17A9
2376,BIRC7
2377,NKAIN4
2378,ARFGAP1
2379,AVP
2380,COL20A1
2381,CHRNA4
2382,EEF1A2
2383,PTK6
2384,GMEB2
2385,C20orf27
2386,SPEF1
2387,CDC25B
2388,ISM1
2389,RNF24
2390,ARFRP1
2391,NDUFAF5
2392,SEL1L2
2393,TRIB3
2394,RASSF2
2395,CSNK2A1
2396,SLC52A3
2397,ANGPT4
2398,RSPO4
2399,CDS2
2400,PROKR2
2401,HM13
2402,SNPH
2403,MYLK2
2404,SEC23B
2405,FERMT1
2406,XKR7
2407,HAO1
2408,PDYN
2409,CCM2L
2410,PLCB4
2411,MYL9
2412,HCK
2413,TM9SF4
2414,C20orf118
2415,CRNKL1
2416,POFUT1
2417,SAMHD1
2418,PAK7
2419,KIF3B
2420,MROH8
2421,NOP56
2422,MANBAL
2423,IDH3B
2424,MAPRE1
2425,JAG1
2426,CDK5RAP1
2427,SNTA1
2428,OXT
2429,TTI1
2430,E2F1
2431,RPRD1B
2432,PXMP4
2433,CHMP4B
2434,BPI
2435,CST9L
2436,SLC32A1
2437,CST3
2438,ASIP
2439,CST4
2440,ACTR5
2441,WFDC2
2442,AHCY
2443,PPP1R16B
2444,SPINT3
2445,FAM83D
2446,DHX35
2447,DNTTIP1
2448,MAP1LC3A
2449,SYNDIG1
2450,PIGU
2451,TNNC2
2452,ACOT8
2453,APMAP
2454,CELF4
2455,ZNF516
2456,CDH20
2457,ADNP2
2458,USP14
2459,VAPA
2460,METTL4
2461,LPIN2
2462,SMCHD1
2463,MYOM1
2464,MYL12A
2465,CEP76
2466,ST8SIA5
2467,CEP192
2468,RNMT
2469,SMAD7
2470,LIPG
2471,LAMA1
2472,ANKRD12
2473,NOL4
2474,POLI
2475,MIB1
2476,RBBP8
2477,RIOK3
2478,CSTF2
2479,MXRA5
2480,VSIG1
2481,PSMD10
2482,ATG4A
2483,STS
2484,TBL1X
2485,GPR143
2486,PGRMC1
2487,POLA1
2488,MID1
2489,NKAP
2490,RHOXF1
2491,NXT2
2492,GUCY2F
2493,ATP1B4
2494,ALG13
2495,PRPS2
2496,TLR8
2497,MOSPD1
2498,AMMECR1
2499,CHRDL1
2500,WDR13
2501,SUV39H1
2502,PAGE4
2503,SRPX
2504,GLRA2
2505,XIAP
2506,STAG2
2507,ATP11C
2508,MCF2
2509,F9
2510,ABCD1
2511,CCDC22
2512,CACNA1F
2513,SYP
2514,PLP2
2515,BMX
2516,LUZP4
2517,PLS3
2518,RENBP
2519,ELF4
2520,SMARCA1
2521,MTMR8
2522,ASB9
2523,ZC3H12B
2524,RBBP7
2525,PPP1R2P9
2526,KCND1
2527,UBE2NL
2528,SLC25A14
2529,FMR1
2530,PIM2
2531,SCML2
2532,SLC35A2
2533,PQBP1
2534,RS1
2535,PCSK1N
2536,EMD
2537,TAZ
2538,PGK1
2539,GATA1
2540,MAGT1
2541,SMS
2542,PHEX
2543,UBL4A
2544,CD99L2
2545,EEA1
2546,GPR50
2547,RP2
2548,PHF16
2549,CDK16
2550,USP11
2551,PCYT1B
2552,BRS3
2553,HTATSF1
2554,VGLL1
2555,CD40LG
2556,TIMP1
2557,KLHL4
2558,GABRE
2559,PCDH11X
2560,FGD1
2561,PIN4
2562,PORCN
2563,ITIH6
2564,MAGED2
2565,RBM3
2566,KLF8
2567,SRPX2
2568,SYTL4
2569,ZDHHC15
2570,CENPI
2571,DRP2
2572,TAF7L
2573,PBDC1
2574,GLA
2575,ARMCX3
2576,BEX4
2577,KIAA0226L
2578,NALCN
2579,FGF14
2580,HTR2A
2581,NDFIP2
2582,TNFSF13B
2583,FNDC3A
2584,MLNR
2585,CDADC1
2586,CAB39L
2587,KLF5
2588,STK24
2589,ACP5
2590,DNAJC3
2591,UGGT2
2592,ARHGEF7
2593,FGF9
2594,SGCG
2595,PARP4
2596,SUPT20H
2597,MRPS31
2598,SLC25A15
2599,KPNA3
2600,FLT1
2601,RGCC
2602,VWA8
2603,DGKH
2604,KATNAL1
2605,INTS6
2606,DHRS12
2607,MEDAG
2608,TSC22D1
2609,CLN5
2610,OLFM4
2611,MSLN
2612,MGRN1
2613,ZNF629
2614,TRADD
2615,HSF4
2616,CORO1A
2617,MAPK3
2618,GDPD3
2619,ELMO3
2620,MT4
2621,PHKB
2622,LYRM1
2623,NUTF2
2624,NUP93
2625,CENPT
2626,TSNAXIP1
2627,NFAT5
2628,LONP2
2629,N4BP1
2630,CBLN1
2631,ARL2BP
2632,PLLP
2633,ZNF423
2634,CCL22
2635,DHODH
2636,CCL17
2637,CTCF
2638,ACD
2639,POLR2C
2640,PARD6A
2641,ZNF821
2642,MMP15
2643,USB1
2644,CYB5B
2645,CCDC113
2646,PRSS54
2647,NME3
2648,NDRG4
2649,PSMD7
2650,SETD6
2651,SLC38A7
2652,VAC14
2653,HAS3
2654,TANGO6
2655,COG4
2656,SMPD3
2657,SLC7A6OS
2658,SLC7A6
2659,PLA2G15
2660,ESRP2
2661,FA2H
2662,WDR59
2663,MON1B
2664,CMC2
2665,AXIN1
2666,HCFC1R1
2667,NPRL3
2668,MPG
2669,NECAB2
2670,HSDL1
2671,TAF1C
2672,NAGPA
2673,WFDC1
2674,SEC14L5
2675,COTL1
2676,USP10
2677,CRISPLD2
2678,TSC2
2679,ZNF500
2680,NME4
2681,ABCC1
2682,LMF1
2683,FOXF1
2684,NARFL
2685,MTHFSD
2686,CLCN7
2687,SLC7A5
2688,NUBP1
2689,UBE2I
2690,ZP2
2691,MEFV
2692,CRYM
2693,EEF2K
2694,SOLH
2695,PIEZO1
2696,GSPT1
2697,CLUAP1
2698,UBFD1
2699,PRSS33
2700,EARS2
2701,TCEB2
2702,GGA2
2703,AQP8
2704,CPPED1
2705,USP31
2706,HMOX2
2707,DNAJA3
2708,BFAR
2709,SALL1
2710,TOX3
2711,RBL2
2712,QPRT
2713,XYLT1
2714,PYCARD
2715,RPGRIP1L
2716,MAZ
2717,STX4
2718,CDIPT
2719,BCKDK
2720,KAT8
2721,IL21R
2722,SYT17
2723,TMC5
2724,CCP110
2725,C16orf62
2726,SLC6A2
2727,RNF40
2728,C16orf88
2729,AQP9
2730,AAGAB
2731,IQCH
2732,LACTB
2733,CORO2B
2734,CSK
2735,HERC1
2736,TRIP4
2737,MTFMT
2738,RASL12
2739,AP3B2
2740,ACSBG1
2741,IGDCC4
2742,RAB11A
2743,CTSH
2744,TTC23
2745,CD276
2746,FAH
2747,KIAA1199
2748,RPAP1
2749,HOMER2
2750,EHD4
2751,TMEM87A
2752,ZNF106
2753,CEP152
2754,ATP8B4
2755,OCA2
2756,TGM5
2757,FAM189A1
2758,GABPB1
2759,TJP1
2760,BMF
2761,DMXL2
2762,SCG3
2763,DNAJC17
2764,EIF3J
2765,SPG11
2766,RHOV
2767,VPS18
2768,OIP5
2769,SLC30A4
2770,MYEF2
2771,SGK3
2772,PDGFRL
2773,CSPP1
2774,ZDHHC2
2775,BRF2
2776,TRIM35
2777,ZFAND1
2778,RP1
2779,CA2
2780,FZD3
2781,INTS9
2782,RIPK2
2783,EYA1
2784,NBN
2785,TRPA1
2786,CPQ
2787,DECR1
2788,CALB1
2789,IMPAD1
2790,SFRP1
2791,LAPTM4B
2792,POP1
2793,NIPAL2
2794,IKBKB
2795,PLAT
2796,JPH1
2797,DKK4
2798,STK3
2799,GDAP1
2800,RAB2A
2801,EIF3E
2802,EMC2
2803,ESRP1
2804,WISP1
2805,NDRG1
2806,ZC2HC1A
2807,IL7
2808,STMN2
2809,ARMC1
2810,TRPS1
2811,SPAG1
2812,CHRAC1
2813,NCALD
2814,SNX16
2815,GML
2816,UBR5
2817,GSDMD
2818,TSTA3
2819,PYCRL
2820,EEF1D
2821,ANXA13
2822,SQLE
2823,SH2D4A
2824,INTS10
2825,ERI1
2826,SLC39A14
2827,MTMR9
2828,LEPROTL1
2829,DCTN6
2830,R3HCC1
2831,GSR
2832,TNFRSF10A
2833,UBXN8
2834,PPP2CB
2835,ERICH1
2836,NEFM
2837,TUSC3
2838,NEFL
2839,ARHGEF10
2840,KLHDC4
2841,MCM4
2842,ADAM2
2843,FGL1
2844,ASAH1
2845,BNIP3L
2846,MAN2B1
2847,KCNN4
2848,TULP2
2849,NUCB1
2850,DHDH
2851,GYS1
2852,MAP4K1
2853,ECH1
2854,NFKBIB
2855,LHB
2856,TUBB4A
2857,SARS2
2858,KCNA7
2859,SNRNP70
2860,CLPTM1
2861,RELB
2862,CLASRP
2863,LIN7B
2864,FCGRT
2865,PIH1D1
2866,CKM
2867,ARHGEF18
2868,PPP1R13L
2869,PEX11G
2870,ERCC2
2871,DOT1L
2872,PLEKHJ1
2873,SLC17A7
2874,RNASEH2A
2875,KLC3
2876,CD37
2877,SF3A2
2878,AMH
2879,DKKL1
2880,LYL1
2881,OAZ1
2882,TRMT1
2883,STX10
2884,RETN
2885,FCER2
2886,DMPK
2887,CLEC4M
2888,RSPH6A
2889,TBC1D17
2890,IL4I1
2891,TLE6
2892,CCDC130
2893,PTOV1
2894,AES
2895,NOVA2
2896,SGTA
2897,KIR3DX1
2898,LILRB1
2899,MED25
2900,SNAPC2
2901,C19orf53
2902,TIMM44
2903,CCDC61
2904,IL27RA
2905,ASF1B
2906,TNNT1
2907,VRK3
2908,FAM32A
2909,PPP6R1
2910,C19orf44
2911,OLFM2
2912,RASAL3
2913,AKAP8
2914,EPHX3
2915,ILVBL
2916,ZNF419
2917,SYDE1
2918,CASP14
2919,SLC1A6
2920,AURKC
2921,POP4
2922,CCNE1
2923,URI1
2924,PDCD5
2925,ANKRD27
2926,RPS16
2927,TIMM50
2928,LGALS13
2929,FBL
2930,DYRK1B
2931,CLC
2932,CNTD2
2933,GPI
2934,AKT2
2935,PLD3
2936,PRX
2937,PIAS4
2938,NUMBL
2939,EBI3
2940,CCDC94
2941,SHD
2942,TBCB
2943,FSD1
2944,POLR2I
2945,CLIP3
2946,ZFR2
2947,SLC1A5
2948,PRKD2
2949,TJP3
2950,APLP1
2951,CACTIN
2952,CCDC9
2953,HNRNPUL1
2954,FZR1
2955,BBC3
2956,TGFB1
2957,DENND3
2958,ATP5SL
2959,CEACAM4
2960,PLIN3
2961,MYH14
2962,MRPL4
2963,SIGLEC8
2964,CD79A
2965,LIM2
2966,ICAM4
2967,RPS19
2968,GLTSCR2
2969,NKG7
2970,ICAM5
2971,ETFB
2972,CD33
2973,CEACAM5
2974,CRX
2975,BABAM1
2976,TYK2
2977,SULT2A1
2978,CDC37
2979,NAPA
2980,RABAC1
2981,ATP1A3
2982,MEIS3
2983,PTPRS
2984,CNFN
2985,ZNRF4
2986,MEGF8
2987,KDELR1
2988,CYTH2
2989,GRWD1
2990,GRIN2D
2991,SYNGR4
2992,CLEC11A
2993,CCDC114
2994,CARD8
2995,LIG1
2996,SIGLEC6
2997,ZNF175
2998,PLA2G4C
2999,SIGLEC5
3000,CABP5
3001,HAS1
3002,RAB3D
3003,DBP
3004,TMEM205
3005,CAPS
3006,nan
3007,FAM83E
3008,RASIP1
3009,THEG
3010,FGF21
3011,BCAT2
3012,MIER2
3013,PLEKHA4
3014,PPP2R1A
3015,TNPO2
3016,WDR83OS
3017,CACNG7
3018,GCDH
3019,LILRB5
3020,KLF1
3021,DNASE2
3022,MAST1
3023,LENG1
3024,PRPF31
3025,TFPT
3026,JAK3
3027,RPL18A
3028,SLC5A5
3029,nan
3030,ARRDC2
3031,PIK3R2
3032,RAB3A
3033,PDE4C
3034,ISYNA1
3035,ELL
3036,CRTC1
3037,nan
3038,COMP
3039,UPK1A
3040,COPE
3041,DDX49
3042,ETV2
3043,ATP4A
3044,ARMC6
3045,TMEM147
3046,GAPDHS
3047,MAG
3048,TMEM59L
3049,HAMP
3050,USF2
3051,LSR
3052,KXD1
3053,FKBP8
3054,SUGP1
3055,HPN
3056,ZNF14
3057,SCN1B
3058,PBX4
3059,ERF
3060,GSK3A
3061,ATP13A1
3062,ZNF574
3063,GRIK5
3064,SIPA1L3
3065,ZNF85
3066,ETHE1
3067,CADM4
3068,SMG9
3069,AVL9
3070,RUNDC3B
3071,C7orf63
3072,GTPBP10
3073,CDK6
3074,PMPCB
3075,DNAJC2
3076,TFPI2
3077,BET1
3078,NAMPT
3079,TWISTNB
3080,PIK3CG
3081,PON2
3082,ITGB8
3083,HBP1
3084,DUS4L
3085,SP4
3086,WDR91
3087,DNAH11
3088,CBLL1
3089,DLX5
3090,MTPN
3091,STEAP1B
3092,PTN
3093,MPP6
3094,DFNA5
3095,ATP6V0A4
3096,ZC3HAV1
3097,TTC26
3098,OGDH
3099,NPVF
3100,ADAP1
3101,TFEC
3102,H2AFV
3103,CAV2
3104,CAV1
3105,MET
3106,RNF32
3107,LMBR1
3108,WNT2
3109,HOXA1
3110,DNAJB6
3111,HOXA2
3112,HOXA3
3113,LFNG
3114,BRAT1
3115,IQCE
3116,ANKRD7
3117,VIPR2
3118,TSPAN12
3119,SSBP1
3120,HOXA13
3121,CPED1
3122,EVX1
3123,HIBADH
3124,TAX1BP1
3125,CPVL
3126,CHN2
3127,GRB10
3128,ABHD11
3129,COBL
3130,FKBP14
3131,PLEKHA8
3132,STX1A
3133,NOD1
3134,GARS
3135,CRHR2
3136,EPHB6
3137,GHRHR
3138,NSUN5P2
3139,CASP2
3140,CHCHD2
3141,CCL24
3142,NPTX2
3143,PDAP1
3144,BUD31
3145,PTCD1
3146,CYP3A5
3147,ZKSCAN1
3148,EIF3B
3149,SNX8
3150,NUDT1
3151,PTPRZ1
3152,TAF6
3153,WASL
3154,HYAL4
3155,SPAM1
3156,AIMP2
3157,TFR2
3158,FSCN3
3159,MOSPD3
3160,PAX4
3161,PCOLCE
3162,FBXO24
3163,PPP1R17
3164,RBM28
3165,USP42
3166,IMPDH1
3167,AGFG2
3168,LSM5
3169,SERPINE1
3170,AP1S1
3171,MOGAT3
3172,C1GALT1
3173,PLOD3
3174,RPA3
3175,ZNHIT1
3176,CLDN15
3177,NOBOX
3178,GLCCI1
3179,MYL10
3180,PHF14
3181,NRF1
3182,TMEM106B
3183,EZH2
3184,CEP41
3185,ZNF862
3186,SFRP4
3187,MEST
3188,MEOX2
3189,ANKMY2
3190,ACTR3C
3191,POU6F2
3192,TSPAN13
3193,RARRES2
3194,AGR2
3195,AHR
3196,CHCHD3
3197,GIMAP2
3198,TMEM176B
3199,GLI3
3200,MRPL32
3201,COA1
3202,BLVRA
3203,URGCP
3204,TMEM248
3205,STAG3L4
3206,RHEB
3207,PRKAG2
3208,AEBP1
3209,POLD2
3210,MYL7
3211,GCK
3212,BCL7B
3213,YKT6
3214,TBL2
3215,GALNTL5
3216,CLIP2
3217,EIF4H
3218,LIMK1
3219,SPATA6L
3220,SLC1A1
3221,LHX2
3222,FKTN
3223,FSD1L
3224,SPIN1
3225,NMRK1
3226,TMEM245
3227,PRUNE2
3228,MEGF9
3229,TRIM14
3230,CORO2A
3231,TGFBR1
3232,SEC61B
3233,C5
3234,OGN
3235,ASPN
3236,ECM2
3237,TLE4
3238,LHX6
3239,PTGR1
3240,SUSD1
3241,AMBP
3242,AKNA
3243,TNFSF8
3244,DNM1
3245,ENG
3246,AK1
3247,CDC37L1
3248,RLN2
3249,RLN1
3250,PLGRKT
3251,TBC1D13
3252,KIAA1432
3253,KDM4C
3254,DOCK8
3255,KANK1
3256,ELAVL2
3257,NCS1
3258,TESK1
3259,KCNT1
3260,CA9
3261,FUBP3
3262,TYRP1
3263,CREB3
3264,RGP1
3265,MPDZ
3266,LHX3
3267,DDX58
3268,EDF1
3269,PIP5K1B
3270,GLIS3
3271,BAG1
3272,RAPGEF1
3273,NPDC1
3274,APBA1
3275,SETX
3276,SH3GL2
3277,PTGDS
3278,ABCA2
3279,UBE2R2
3280,FAM108B1
3281,ZFAND5
3282,DVL1
