DRUG_ID,DRUG_NAME,DRUG_SYNONYMS,DrugBank_ID,PubChem_ID,MESH_ID,KEGG_ID,TTD_ID
BADD_D00084,Alpha-1-proteinase inhibitor (human),"alpha 1-Antitrypsin | alpha 1 Antitrypsin | alpha 1 Antiprotease | Antiprotease, alpha 1 | Serpin A1 | alpha 1-Protease Inhibitor | Inhibitor, alpha 1-Protease | alpha 1 Protease Inhibitor | alpha 1-Proteinase Inhibitor | Inhibitor, alpha 1-Proteinase | alpha 1 Proteinase Inhibitor | Trypsin Inhibitor, alpha 1-Antitrypsin | Trypsin Inhibitor, alpha 1 Antitrypsin | A1PI | alpha 1-Antiproteinase | 1-Antiproteinase, alpha | alpha 1 Antiproteinase | Prolastin | Zemaira",DB00058,Not Available,D000515,D11965,D9EC0G
BADD_D00085,Alprazolam,"Alprazolam | Alprazolan | Trankimazin | U-31,889 | U31,889 | Xanax | Alprox | Esparon | Cassadan | D-65MT | D65MT | Kalma | Novo-Alprazol | Novo Alprazol | Nu-Alpraz | Nu Alpraz | Ralozam | Tafil | Apo-Alpraz | Apo Alpraz",DB00404,2118,D000525,D00225,D0L9GG
BADD_D00086,Alprostadil,Alprostadil | PGE1alpha | Prostaglandin E1alpha | PGE1 | Lipo-PGE1 | Lipo PGE1 | Prostaglandin E1 | Caverject | Edex | Prostavasin | Muse | Viridal | Vasaprostan | Minprog | Sugiran | Prostin VR | Prostine VR,DB00770,5280723,D000527,D00180,D0I4DQ
BADD_D00087,Alteplase,"Tissue Plasminogen Activator | Plasminogen Activator, Tissue | Tissue Activator D-44 | Tissue Activator D 44 | Tisokinase | Tissue-Type Plasminogen Activator | Tissue Type Plasminogen Activator | TTPA | T-Plasminogen Activator | T Plasminogen Activator | Alteplase | Plasminogen Activator, Tissue-Type | Plasminogen Activator, Tissue Type | Activase | Actilyse | Lysatec rt-PA | Lysatec rt PA | Lysatec rtPA",DB00009,22976653,D010959,D02837,D07BQE
BADD_D00088,Altretamine,Altretamine | Hemel | Hexamethylmelamine | Hexinawas | Hexalen | Hexastat,DB00488,2123,D006585,D02841,D02LPF
BADD_D00089,Aluminum chloride hexahydrate,"Aluminum Chloride | Aluminum Trichloride | AlCl3 | Aluminum Chloride, Anhydrous | Anhydrous Aluminum Chloride | Aluminum Chloride Hexahydrate | Drysol",DB11081,24564,D000077410,D02845,Not Available
BADD_D00090,Aluminum chlorohydrate,"Aluminum Chloride | Aluminum Trichloride | AlCl3 | Aluminum Chloride, Anhydrous | Anhydrous Aluminum Chloride | Aluminum Chloride Hexahydrate | Drysol",DB11573,Not Available,D000077410,D02852,Not Available
BADD_D00091,Aluminum oxide,"Aluminum Oxide | Oxide, Aluminum | Alumina | Aluminum Oxide (AlO2) | Bauxite | Aluminum Oxide (Al130O40) | Sapphire | Alumina Ceramic | Ceramic, Alumina | Aluminum Oxide (Al2O) | Corundum",DB11342,9989226,D000537,Not Available,Not Available
BADD_D00092,Aluminum sesquichlorohydrate,aluminum sesquichlorohydrate | aluminum chloride hydroxide,DB11108,23053647,C534453,D02863,Not Available
BADD_D00093,Aluminum tetrachlorohydrex gly,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BADD_D00094,Aluminum zirconium,Not Available,Not Available,85587698,Not Available,Not Available,Not Available
BADD_D00095,Aluminum zirconium octocholrohydrex,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BADD_D00096,Alvimopan,"alvimopan | trans-3,4-dimethyl-4-(3-hydroxyphenyl) piperidine | alvimopan anhydrous | anhydrous alvimopan | LY 246736 | LY246736 | LY-246736 | ADL 8-2698 | ADL8-2698 | Entereg",DB06274,5488548,C419502,D02878,D0D7KC
BADD_D00097,Amantadine,"Amantadine | 1-Aminoadamantane | 1 Aminoadamantane | Adamantylamine | Wiregyt | Amanta | Amanta-HCI-AZU | Amanta HCI AZU | AmantaHCIAZU | Amanta-Sulfate-AZU | Amanta Sulfate AZU | AmantaSulfateAZU | Amantadin AZU | AZU, Amantadin | Amantadin AL | AL, Amantadin | Amantadin Stada | Stada, Amantadin | Amantadin-neuraxpharm | Amantadin neuraxpharm | Amantadinneuraxpharm | Amantadin-ratiopharm | Amantadin ratiopharm | Amantadinratiopharm | Amantadina Juventus | Juventus, Amantadina | Amantadina Llorente | Llorente, Amantadina | Amantadine Hydrochloride | Hydrochloride, Amantadine | Amantadine Sulfate | Sulfate, Amantadine | Amixx | Cerebramed | Gen-Amantadine | Gen Amantadine | GenAmantadine | Infecto-Flu | Infecto Flu | InfectoFlu | Infex | Midantan | PMS-Amantadine | PMS Amantadine | PMSAmantadine | Symadine | Symmetrel | Endantadine | Mantadix | tregor | Viregyt | Adekin | Aman",DB00915,2130,D000547,D07441,D02KRS
BADD_D00098,Amantadine hydrochloride,"Amantadine | 1-Aminoadamantane | 1 Aminoadamantane | Adamantylamine | Wiregyt | Amanta | Amanta-HCI-AZU | Amanta HCI AZU | AmantaHCIAZU | Amanta-Sulfate-AZU | Amanta Sulfate AZU | AmantaSulfateAZU | Amantadin AZU | AZU, Amantadin | Amantadin AL | AL, Amantadin | Amantadin Stada | Stada, Amantadin | Amantadin-neuraxpharm | Amantadin neuraxpharm | Amantadinneuraxpharm | Amantadin-ratiopharm | Amantadin ratiopharm | Amantadinratiopharm | Amantadina Juventus | Juventus, Amantadina | Amantadina Llorente | Llorente, Amantadina | Amantadine Hydrochloride | Hydrochloride, Amantadine | Amantadine Sulfate | Sulfate, Amantadine | Amixx | Cerebramed | Gen-Amantadine | Gen Amantadine | GenAmantadine | Infecto-Flu | Infecto Flu | InfectoFlu | Infex | Midantan | PMS-Amantadine | PMS Amantadine | PMSAmantadine | Symadine | Symmetrel | Endantadine | Mantadix | tregor | Viregyt | Adekin | Aman",DB00915,64150,D000547,D00777,D08MCS
BADD_D00099,Ambenonium chloride,"Ambenonium Chloride | Chloride, Ambenonium | Mytelase",DB01122,8288,D000549,D01001,Not Available
BADD_D00100,Ambrisentan,"ambrisentan | (S)-ambrisentan | (+)-(2S)-2-((4,6-dimethylpyrimidin-2-yl)oxy)-3-methoxy-3,3-diphenylpropanoic acid | (+)-ambrisentan | LU 208075 | LU-208075 | LU208075 | BSF 208075 | BSF-208075 | BSF208075 | Volibris | ambrisentan, (-)- | (R)-ambrisentan | ambrisentan, (R)- | (-)-ambrisentan | GSK-1325760 | GSK 1325760A | GSK1325760A | GSK 1325760 | GSK-1325760A | GSK1325760 | Letairis | ambrisentan, (+-)- | (+-)-ambrisentan",DB06403,197712,C467894,D07077,D0X5ZI
BADD_D00101,Amcinonide,"amcinonide | triamcinolone 16,17-cyclopentylidenedioxy-21-acetate | Amcininide | CL 34,699 | Cyclort | Penticort | Amciderm | Cyclocort",DB00288,443958,C012716,D01387,D06XHC
BADD_D00102,Amifostine,"Amifostine | APAETP | Aminopropylaminoethylthiophosphoric Acid | S-(N-(3-Aminopropyl)-2-aminoethyl)thiophosphoric Acid | Gammaphos | Ethiofos | Amifostine Disodium Salt | Amifostine Monohydrate | Amifostine Trihydrate | Aminopropylaminoethylthiophosphate | Aminopropyl Aminoethylthiophosphate | Ethyol | NSC-296961 | NSC 296961 | NSC296961 | Amifostine Anhydrous | Ethiofos Anhydrous | WR-2721 | WR 2721 | WR2721 | YM-08310 | YM 08310 | YM08310 | Ethanethiol, 2-((3-aminopropyl)amino)-, dihydrogen phosphate (ester), trihydrate | Amifostine Monohydrochloride",DB01143,2141,D004999,C06819,D06CIE
BADD_D00103,Amikacin,"Amikacin | Yectamid | Amikacina Medical | Medical, Amikacina | Amikacina Normon | Normon, Amikacina | Amikafur | Amikalem | Amikason's | Amikayect | Amikin | Biklin | Biclin | Amiklin | Amukin | BB-K8 | BB K8 | BBK8 | BB-K 8 | BB K 8 | BBK 8 | Gamikal | Kanbine | Oprad | A.M.K | Amikacin Sulfate | Sulfate, Amikacin",DB00479,37768,D000583,D02543,D0Y3MO
BADD_D00104,Amikacin sulfate,"Amikacin | Yectamid | Amikacina Medical | Medical, Amikacina | Amikacina Normon | Normon, Amikacina | Amikafur | Amikalem | Amikason's | Amikayect | Amikin | Biklin | Biclin | Amiklin | Amukin | BB-K8 | BB K8 | BBK8 | BB-K 8 | BB K 8 | BBK 8 | Gamikal | Kanbine | Oprad | A.M.K | Amikacin Sulfate | Sulfate, Amikacin",DB00479,38351,D000583,D00865,D0Y3MO
BADD_D00105,Amiloride hydrochloride,"Amiloride | Amiduret Trom | Trom, Amiduret | Amiloberag | Midoride | Amiloride Hydrochloride, Anhydrous | Anhydrous Amiloride Hydrochloride | Hydrochloride, Anhydrous Amiloride | Kaluril | Midamor | Modamide | Amidal | Amiloride Hydrochloride | Hydrochloride, Amiloride",DB00594,16230,D000584,D00649,D0I0RJ
BADD_D00106,Aminocaproic acid,Aminocaproic Acid | 6-Aminohexanoic Acid | 6 Aminohexanoic Acid | epsilon-Aminocaproic Acid | epsilon Aminocaproic Acid | 6-Aminocaproic Acid | 6 Aminocaproic Acid | Capralense | Capramol | Caproamin | Caprocid | Hexalense | CY-116 | CY 116 | CY116 | Epsamon | Epsikapron | Hemocaprol | Amicar | Caprolest,DB00513,564,D015119,D00160,D0FD0H
BADD_D00107,Aminoglutethimide,Aminoglutethimide | Cytadren | Orimeten,DB00357,2145,D000616,D00574,D0M6DO
BADD_D00108,Aminohippurate sodium,"p-Aminohippuric Acid | p Aminohippuric Acid | para-Aminohippuric Acid | para Aminohippuric Acid | 4-Aminohippuric Acid | 4 Aminohippuric Acid | Aminohippuric Acid | Nephrotest | p-Aminohippurate | p Aminohippurate | Aminohippurate Sodium | Sodium, Aminohippurate | Sodium Para-Aminohippurate | Para-Aminohippurate, Sodium | Sodium Para Aminohippurate",DB00345,443971,D010130,D01421,D06OAV
BADD_D00109,Aminohippuric acid,"p-Aminohippuric Acid | p Aminohippuric Acid | para-Aminohippuric Acid | para Aminohippuric Acid | 4-Aminohippuric Acid | 4 Aminohippuric Acid | Aminohippuric Acid | Nephrotest | p-Aminohippurate | p Aminohippurate | Aminohippurate Sodium | Sodium, Aminohippurate | Sodium Para-Aminohippurate | Para-Aminohippurate, Sodium | Sodium Para Aminohippurate",DB00345,2148,D010130,D06890,D04DLM
BADD_D00110,Aminolevulinic acid,"Aminolevulinic Acid | Acid, Aminolevulinic | Delta-Aminolevulinic Acid | Acid, Delta-Aminolevulinic | Delta Aminolevulinic Acid | Levulan | 5-Aminolaevulinate | 5 Aminolaevulinate | 5-Aminolevulinate | 5 Aminolevulinate | Aminolevulinic Acid Hydrochloride | Acid Hydrochloride, Aminolevulinic | Hydrochloride, Aminolevulinic Acid",DB00855,137,D000622,D07567,D0Y7ZD
BADD_D00111,Aminolevulinic acid hydrochloride,"Aminolevulinic Acid | Acid, Aminolevulinic | Delta-Aminolevulinic Acid | Acid, Delta-Aminolevulinic | Delta Aminolevulinic Acid | Levulan | 5-Aminolaevulinate | 5 Aminolaevulinate | 5-Aminolevulinate | 5 Aminolevulinate | Aminolevulinic Acid Hydrochloride | Acid Hydrochloride, Aminolevulinic | Hydrochloride, Aminolevulinic Acid",DB00855,123608,D000622,D02908,D0O4GY
BADD_D00112,Aminophylline,"Aminophylline | Theophylline Ethylenediamine | Ethylenediamine, Theophylline | Theophyllamine | Phyllotemp | Mundiphyllin | Theophyllamin Jenapharm | Theophyllin EDA-ratiopharm | Theophyllin EDA ratiopharm | Theophyllin EDAratiopharm | Truphylline | Afonilum | Carine | Eufilina | Euphyllin | Aminodur | Aminophyllin | Aminophylline DF | Cardophyllin | Clonofilin | Corophyllin | Diaphyllin | Drafilyn | Duraphyllin | Eufilina Venosa | Euphyllin Retard | Euphylline | Godafilin | Mini-Lix | Mundiphyllin Retard | Novophyllin | Phyllocontin | Somophyllin | Tari-Dog",DB01223,9433,D000628,D00227,D03TYI
BADD_D00113,Aminophylline dihydrate,"Aminophylline | Theophylline Ethylenediamine | Ethylenediamine, Theophylline | Theophyllamine | Phyllotemp | Mundiphyllin | Theophyllamin Jenapharm | Theophyllin EDA-ratiopharm | Theophyllin EDA ratiopharm | Theophyllin EDAratiopharm | Truphylline | Afonilum | Carine | Eufilina | Euphyllin | Aminodur | Aminophyllin | Aminophylline DF | Cardophyllin | Clonofilin | Corophyllin | Diaphyllin | Drafilyn | Duraphyllin | Eufilina Venosa | Euphyllin Retard | Euphylline | Godafilin | Mini-Lix | Mundiphyllin Retard | Novophyllin | Phyllocontin | Somophyllin | Tari-Dog",DB01223,20848874,D000628,D11630,D03TYI
BADD_D00114,Aminosalicylic acid,"Aminosalicylic Acid | Acid, Aminosalicylic | 4-Aminosalicylic Acid | 4 Aminosalicylic Acid | para-Aminosalicylic Acid | para Aminosalicylic Acid | p-Aminosalicylic Acid | p Aminosalicylic Acid | p-Aminosalicylic Acid Monolithium Salt | p Aminosalicylic Acid Monolithium Salt | p-Aminosalicylic Acid Monopotassium Salt | p Aminosalicylic Acid Monopotassium Salt | Rezipas | p-Aminosalicylic Acid, Aluminum (2:1) Salt | p-Aminosalicylic Acid, Calcium (2:1) Salt | p-Aminosalicylic Acid, Monosodium Salt, Dihydrate | Pamisyl | Alumino-4-Aminosalicylic Acid | Alumino 4 Aminosalicylic Acid | p-Aminosalicylic Acid Monosodium Salt | p Aminosalicylic Acid Monosodium Salt",DB00233,4649,D010131,D00162,D01WJL
BADD_D00115,Amiodarone,"Amiodarone | Amiodarona | Amiodarone Hydrochloride | Hydrochloride, Amiodarone | Amiohexal | Aratac | Tachydaron | Corbionax | Cordarone | Amiodarex | Trangorex | Kordaron | Cordarex | L-3428 | L 3428 | L3428 | Ortacrone | Rytmarone | SKF 33134-A | SKF 33134 A | SKF 33134A | Amiobeta | Braxan",DB01118,2157,D000638,D02910,D0L5WM
BADD_D00116,Amiodarone hydrochloride,"Amiodarone | Amiodarona | Amiodarone Hydrochloride | Hydrochloride, Amiodarone | Amiohexal | Aratac | Tachydaron | Corbionax | Cordarone | Amiodarex | Trangorex | Kordaron | Cordarex | L-3428 | L 3428 | L3428 | Ortacrone | Rytmarone | SKF 33134-A | SKF 33134 A | SKF 33134A | Amiobeta | Braxan",DB01118,441325,D000638,D00636,D0L5WM
BADD_D00117,Amisulpride,Amisulpride | 4-Amino-N-((1-ethyl-2-pyrrolidinyl)methyl)-5-(ethylsulfonyl)-2-methoxybenzamide | DAN 2163 | DAN-2163 | Solian | Sultopride | N-(Ethyl-1-pyrrolidinyl- 2-methyl)methoxy-2-ethylsulfonyl-5-benzamide | LIN 1418 | LIN-1418 | Barnetil | Sultopride Hydrochloride,DB06288,2159,D000077582,D07310,D03ELL
BADD_D00118,Amitriptyline,"Amitriptyline | Tryptine | Amineurin | Amitrip | Amitriptylin Beta | Amitriptylin Desitin | Desitin, Amitriptylin | Amitriptylin RPh | RPh, Amitriptylin | Amitriptylin-Neuraxpharm | Amitriptylin Neuraxpharm | Amitriptyline Hydrochloride | Amitrol | Anapsique | Apo-Amitriptyline | Apo Amitriptyline | Damilen | Domical | Laroxyl | Lentizol | Novoprotect | Saroten | Sarotex | Syneudon | Triptafen | Endep | Tryptizol | Elavil | Tryptanol",DB00321,2160,D000639,D07448,D0Y5UG
BADD_D00119,Amitriptyline hydrochloride,"Amitriptyline | Tryptine | Amineurin | Amitrip | Amitriptylin Beta | Amitriptylin Desitin | Desitin, Amitriptylin | Amitriptylin RPh | RPh, Amitriptylin | Amitriptylin-Neuraxpharm | Amitriptylin Neuraxpharm | Amitriptyline Hydrochloride | Amitrol | Anapsique | Apo-Amitriptyline | Apo Amitriptyline | Damilen | Domical | Laroxyl | Lentizol | Novoprotect | Saroten | Sarotex | Syneudon | Triptafen | Endep | Tryptizol | Elavil | Tryptanol",DB00321,11065,D000639,D00809,D0Y5UG
BADD_D00120,Amlexanox,"amlexanox | 2-amino-7-isopropyl-5-oxo-5H-(1)benzopyrano(2,3b)pyridine-3-carboxylic acid | amoxanox | Aphthasol | CHX 3673 | AA 673 | AA-673",DB01025,2161,C045742,D01828,D0G5UB
BADD_D00121,Amlodipine,"Amlodipine | Amlodipine, (+-)-Isomer | Amlodipine Besylate | Amlodipine, (+-)-Isomer, Maleate (1:1) | Amlodipine, (S)-Isomer, Maleate (1:1) | Amlodis | Astudal | Norvasc | Istin | Amlor | Amlodipine Maleate | Amlodipine Maleate (1:1) | Amlodipine, (R)-Isomer",DB00381,2162,D017311,D07450,D08JIV
BADD_D00122,Amlodipine besylate,"Amlodipine | Amlodipine, (+-)-Isomer | Amlodipine Besylate | Amlodipine, (+-)-Isomer, Maleate (1:1) | Amlodipine, (S)-Isomer, Maleate (1:1) | Amlodis | Astudal | Norvasc | Istin | Amlor | Amlodipine Maleate | Amlodipine Maleate (1:1) | Amlodipine, (R)-Isomer",DB00381,60496,D017311,D00615,D08JIV
BADD_D00123,Ammonia,Ammonia,DB11118,222,D000641,D02916,D0FT7Y
BADD_D00124,Ammonium chloride,"Ammonium Chloride | Chloride, Ammonium | Sal Ammoniac | Ammoniac, Sal",DB06767,25517,D000643,D01139,D06WEK
BADD_D00125,Ammonium lactate,"Lactic Acid | 2-Hydroxypropanoic Acid | 2 Hydroxypropanoic Acid | 2-Hydroxypropionic Acid | 2 Hydroxypropionic Acid | D-Lactic Acid | D Lactic Acid | Propanoic Acid, 2-Hydroxy-, (2R)- | Lactate | Ammonium Lactate | Lactate, Ammonium | L-Lactic Acid | L Lactic Acid | Sarcolactic Acid | Propanoic Acid, 2-Hydroxy-, (2S)-",DB06768,62358,D019344,D00111,D08QGD
BADD_D00126,Amobarbital,"Amobarbital | Amylobarbitone | Placidel | Amobarbital Sodium | Sodium, Amobarbital | Sodium Amobarbital | Amobarbital, Sodium | Amsal | Amylbarb sodium | Amylobeta | Amytal | Amytal Sodium | Sodium Amytal | Barbamyl | Eunoctal | Isoamitil Sedante | Isonal | Neur-Amyl | Novamobarb | Pentymal | Transital",DB01351,2164,D000654,D00555,D0R6BR
BADD_D00127,Amorolfine hydrochloride,amorolfine | Loceryl | Locéryl | Locetar | Ro 14-4767-002 | Ro-14-4767-002 | amorolfin hydrochloride | amorolfine hydrochloride | Odenil,DB09056,54259,C038974,D01720,D0QC3M
BADD_D00128,Amoxapine,"Amoxapine | 2-Chloro-11-(1-piperazinyl)dibenz(b,f)(1,4)oxazepine | Desmethylloxapine | CL-67,772 | CL 67,772 | CL67,772 | Demolox | Asendin | Défanyl | Asendis",DB00543,2170,D000657,D00228,D09IOI
BADD_D00129,Amoxicillin,"Amoxicillin | Amoxycillin | Amoxicilline | Amoxicillin Monopotassium Salt | Hydroxyampicillin | Amoxicillin Sodium | Amoxicillin Monosodium Salt | Amoxicillin, (R*)-Isomer | Amoxicillin Anhydrous | Actimoxi | BRL-2333 | BRL 2333 | BRL2333 | Clamoxyl | Penamox | Clamoxyl Parenteral | Clamoxyl G.A. | Polymox | Trimox | Wymox | Amoxicillin Trihydrate | Amoxil",DB01060,33613,D000658,D00229,D0F6EO
BADD_D00130,Amphetamine,"Amphetamine | Amfetamine | Phenopromin | Desoxynorephedrin | Phenamine | Centramina | Fenamine | Mydrial | Thyramine | Amphetamine Sulfate | Sulfate, Amphetamine | Amphetamine Sulfate (2:1) | l-Amphetamine | l Amphetamine | levo-Amphetamine | levo Amphetamine | Levoamphetamine",DB00182,3007,D000661,D07445,D05BMG
BADD_D00131,Amphetamine sulfate,"Amphetamine | Amfetamine | Phenopromin | Desoxynorephedrin | Phenamine | Centramina | Fenamine | Mydrial | Thyramine | Amphetamine Sulfate | Sulfate, Amphetamine | Amphetamine Sulfate (2:1) | l-Amphetamine | l Amphetamine | levo-Amphetamine | levo Amphetamine | Levoamphetamine",DB00182,6055,D000661,D02074,D05BMG
BADD_D00132,Amphotericin b,Amphotericin B | Amphotericin | Fungizone | Amphotericin B Cholesterol Dispersion | Amphotericin B Colloidal Dispersion | Amphocil,DB00681,14956,D000666,D00203,D02DWM
BADD_D00133,Ampicillin,"Ampicillin | Aminobenzylpenicillin | Penicillin, Aminobenzyl | Aminobenzyl Penicillin | Ampicillin Sodium | Sodium, Ampicillin | Ampicillin Trihydrate | Trihydrate, Ampicillin | Antibiotic KS-R1 | Antibiotic KS R1 | KS-R1, Antibiotic | Pentrexyl | Polycillin | Ukapen | Amcill | Omnipen",DB00415,6249,D000667,D00204,D0YA9Z
BADD_D00134,Ampicillin sodium,"Ampicillin | Aminobenzylpenicillin | Penicillin, Aminobenzyl | Aminobenzyl Penicillin | Ampicillin Sodium | Sodium, Ampicillin | Ampicillin Trihydrate | Trihydrate, Ampicillin | Antibiotic KS-R1 | Antibiotic KS R1 | KS-R1, Antibiotic | Pentrexyl | Polycillin | Ukapen | Amcill | Omnipen",DB00415,23663979,D000667,D02119,D0YA9Z
BADD_D00135,Ampicillin trihydrate,"Ampicillin | Aminobenzylpenicillin | Penicillin, Aminobenzyl | Aminobenzyl Penicillin | Ampicillin Sodium | Sodium, Ampicillin | Ampicillin Trihydrate | Trihydrate, Ampicillin | Antibiotic KS-R1 | Antibiotic KS R1 | KS-R1, Antibiotic | Pentrexyl | Polycillin | Ukapen | Amcill | Omnipen",DB00415,23565,D000667,D01251,D0YA9Z
BADD_D00136,Amprenavir,"amprenavir | tetrahydro-3-furyl N-(3-(4-amino-N-isobutylbenzenesulfonamido)-1-benzyl-2-hydroxypropyl)carbamate | (3S-(3R*(1R*,2S*)))-(3-(((4-aminophenyl)sulfonyl)(2-methylpropyl)amino)-2-hydroxy-1-(phenylmethyl)propyl) tetrahydro-3-furanyl carbamate | VX 478 | VX-478 | Vertex VX478 | Agenerase",DB00701,65016,C095108,D00894,D0A0OO
BADD_D00137,Amsacrine,Amsacrine | Cain's Acridine | Cain Acridine | Cains Acridine | meta-AMSA | meta AMSA | AMSA | m-AMSA | Amsidyl | SN-11841 | SN 11841 | SN11841 | NSC-156303 | NSC 156303 | NSC156303 | NSC-249992 | NSC 249992 | NSC249992 | Amsidine | Amsacrina | AMSA P-D | AMSA P D | AMSA PD | NSC-141549 | NSC 141549 | NSC141549,DB00276,2179,D000677,D02321,D0G9YH
BADD_D00138,Amyl nitrite,"Amyl Nitrite | Nitrite, Amyl",DB01612,10026,D000680,D00517,D01QLH
BADD_D00139,Anagrelide,"anagrelide | Agrylin | BL 4162A | Agrelin | anagrelide hydrochloride | imidazo(2,1-b)quinazolin-2(3H)-one, 6,7-dichloro-1,5-dihydro-, monohydrochloride | 6,7-dichloro-1,5-dihydroimidazo(2,1-b)quinazolin-2(3H)-one hydrochloride",DB00261,135409400,C021139,D07455,D0D1HW
BADD_D00140,Anagrelide hydrochloride,"anagrelide | Agrylin | BL 4162A | Agrelin | anagrelide hydrochloride | imidazo(2,1-b)quinazolin-2(3H)-one, 6,7-dichloro-1,5-dihydro-, monohydrochloride | 6,7-dichloro-1,5-dihydroimidazo(2,1-b)quinazolin-2(3H)-one hydrochloride",DB00261,135413494,C021139,D02933,D0D1HW
BADD_D00141,Anakinra,"Interleukin 1 Receptor Antagonist Protein | IL1 Febrile Inhibitor | Febrile Inhibitor, IL1 | IL-1Ra | Urine-Derived IL1 Inhibitor | IL1 Inhibitor, Urine-Derived | Urine Derived IL1 Inhibitor | IL-1 Inhibitor, Urine | IL 1 Inhibitor, Urine | Urine IL-1 Inhibitor | Interleukin 1 Inhibitor, Urine | Antril | Kineret | Anakinra",DB00026,Not Available,D053590,D02934,D02DES
BADD_D00142,Anastrozole,"Anastrozole | 2,2'-(5-(1H-1,2,4-triazol-1-ylmethyl)-1,3-phenylene)bis(2-methylpropionitrile) | Anastrazole | Arimidex | ICI D1033 | ZD-1033 | ZD 1033 | Zeneca ZD 1033 | ZD1033",DB01217,2187,D000077384,D00960,D0W0BF
BADD_D00143,Anidulafungin,"Anidulafungin | 1-((4R,5R)-4,5-Dihydroxy-N2-((4''-(pentyloxy)(1,1':4',1''-terphenyl)-4-yl)carbonyl)-L-ornithine)-echinocandin B | LY 303366 | LY303366 | LY-303366 | Eraxis",DB00362,166548,D000077612,D03211,D0F9BY
BADD_D00144,Antagon,"ganirelix | LHRH, N-acetyl-2-naphthylalanyl(1)-(4-chlorophenylalanyl)(2)-3-pyrdinylalanyl(3)-diethylhomoarginyl(6,8)-alaninamide(10)- | N-Ac-(2-naphthyl)Ala-2-(4-Cl-Phe)-3-(3-pyridinyl-Ala)-6,8-Et2-hArg-10-AlaNH2-LHRH | GnRH, N-Ac-2-Nal(1)-4-Cl-Phe(2)-3-Pal(3)-Et2-hArg(6,8)-AlaNH2(10)- | LHRH,N-Ac-2-Nal(1)-4-Cl-Phe(2)-3-Pal(3)-Et2-hArg(6,8)-AlaNH2(10)- | ganirelix acetate | N-acetyl-3-(2-naphthyl)-D-alanyl-p-chloro-D-phenylalanyl-3-(3-pyridyl)-D-alanyl-L-seryl-L-tyrosyl-N(sup 6)-(N,N'-diethylamidino)-D-lysyl-L-leucyl-N(sup 6)-(N,N'-diethylamidino)-L-lysyl-L-prolyl-D-alaninamide diacetate (salt) | ganirelix diacetate | RS-26306-298 | RS 26306 | RS-26306 | Antagon | orgalutran",DB06785,16130965,C061018,D08010,D00RJJ
